Дяванакэл!	Фасс!	1
Туги-нун гунмуврэкин булэн-дэ ачин овки, ӈинакиндук хучаври-да эдеӈэ овки, эвки-дэ одяврэ.	Нет врагу ни спасенья, ни пощады.	1
Авады тэдэвучи ӈинакин будеӈэӈин войнали, шпионилдули, родинава хуӈтулду будерилитын, кэтэлдули хуӈтулдули сукчакалдули?	Какие сведения может иметь собака о войне, о шпионах, о продаже родины, о множестве подлых преступлений?	1
Тэде-дэ, ӈинакин эва-да эчэ сарэ.	Конечно, собака ничего не знает.	1
Бэе упкачин алагунин ӈинакинду денмувувки.	Все обучение собаки основано на том, чтобы внушить ей нужные навыки.	1
Ңинакин мэнӈидуви татигамнидуви, элгэктэмнидуви, ипкэчимнидуви хавалдявка, нуӈан упкатван гуннэвэн одяна.	Собака служит своему воспитателю, водителю, повелителю, исполняя его волю.	1
Ңинакин тоӈнон, преданностин мудана ачин.	Преданность и верность собаки бесконечны.	1
Тысячал овчаркал, государственнаилду питомникилду аят татыгавчал овчалвэ правилолва дюпкэки татыгавчал, колхозил сэсирэетын этэетчэвкил.	Тысячи овчарок, умело выращенных в госпитомниках и обученных своему делу по выработанным правилам, пасут колхозные стада.	1
Тысячал пограничнаил ӈинакир СССР границалин сот аят этэетчэвкил.	Тысячи погрансобак зорко стерегут границы СССР.	1
Ңинакинма аят улиденэ, аят алагудяна бэе нуӈандукин кэтэе бэлэгэе гадяӈа.	Отчетливая работа всех этих четвероногих стражей показывает, чего можно добиться от собаки правильным ее содержанием и соответствующим обучением.	1
Тыкин овувулдяӈа питомникила ӈинакир дяритын.	Теперь на очереди устройство сети питомников для собак.	1
Питомникила овувдяӈа тала иду ӈинакин этэечимнит хавалдяридун, ӈинакин бэюмэчинду бэлэмнит хавалдяридун, тала иду ӈинакин элэӈэнди путавувунди орон бимнэдун таӈивдяриду.	[Их делают] в той полосе земли, где собака и сторож, и помощник на охоте, и почти единственный источник силы передвижения по снежно-ледяным пустыням Севера.	1
Хуктывуктэвур ӈинакир.	Ездовые собаки.	1
Ңинакирди хуктывуктэдерилтын дуннэл кэтэмэмэл.	Чрезвычайно просторны те края, где ездят на собаках.	1
Элэ умукэн Ледовитай океан дяпкан Азия севердулин ӈониммама, ургэпчумэмэ ӈэнэ.	Одно лишь побережье северных морей представляет удивительно длинный и очень замысловато-трудный путь.	1
Тадук часки Тихай океан, Охотскай ламу иӈинипчул дяпкалтын улбулэдерэ.	Затем тянутся также холодные берега Тихого океана и Охотского моря.	1
Севернаилду ламулду ирэ хэгдыл бирал: Обь, Енисей, Лена.	В Северные моря впадают великие сибирские реки — Обь, Енисей, Лена.	1
Часки востоктыки эендерэ хэмурупчул мучил: Яна, Индигирка, Колыма, Анадырь, Курейка, Аллаиха, Илим.	Дальше к востоку несут в океан свои холодные воды Яна, Индигирка, Колыма, Анадырь, Курейка, Аллаиха, Илим.	1
Неӈнел эрил хэгдыл бирал дюкэлвэр эенмусинивкил.	На короткое время ежегодно эти огромные потоки сбрасывают свою ледяную одежду.	1
Дюга бэел нуӈардулитын дявракталивкил.	Летом служат водными путями на многие тысячи километров.	1
Боло, тугэ эрил бирал дяпкалдулитын эвкилдули булдырэ ӈинакирди хуктывуктэдевкил.	Большую часть года по их почти неоттаивающим берегам бегут собачьи упряжки.	1
Ңинакинды транспорт Северду амаски гэлэвдеӈкин, эсикэкэн-дэ гэлэвдерэн: ӈинакин ирудявки упкатван, бэевэ-дэ мэнмэн.	Собачий транспорт на Севере играл и играет большую роль: собака везет на себе все, в том числе и человека.	1
Ительменил (амаски камчадалилди гэрбичивуӈкитын) тугэ, тадук дюга ороктоли ӈинакирду ирувкандевкил муе, мола, ороктое (чукая), тадук ӈинакирди уридявкил мурирва, орорво, лэвэрэчэлвэ сиӈилгэнду.	Ительмены, прежние камчадалы, не только зимой по снегу, но и летом по траве на собаках возят воду, дрова, сено, вытаскивают лошадей, завязших в снегу.	1
Сиӈилгэнду дюга?	В снегу, летом?	1
Э-э, эва-ка одянни, климат таргачин.	Да, что ж делать, климат такой.	1
Дюгани дулиндун камчаткаду чуюрил бивкил.	На Камчатке случаются сугробы в июне.	1
Камчаткаду орокто (чука) аят балдывки.	Травы там, на Камчатке, растут буйно.	1
Тарит мурир дептылэлтын кэтэ бивкил. 	Есть из чего запасти сено.	1
Тар-да бисикин муринду ургэпчу бивки — нуӈан лэвэрэчиливки.	Некрупная лошаденка на коротком расстоянии может быть очень полезна, но все-таки тяжеловата и, случается, вязнет.	1
Тэли чуюрдук муринма ӈинакир урисинивкил.	Тогда из сугроба ее вытаскивают собаки.	1
Муринма тэвувкил толгокиду, ӈинакир ирусинивкил.	Лошадь кладут на нарту, а собаки везут.	1
Командорскаилду бурилду нямадива километрилва ӈинакирди ӈэнэвкил.	На Командорских островах по болотам, поросшим осокой, сотни километров проезжают на собаках.	1
Ңинакир толго кива ирудявкил дэпэмэли чуламали дуннэли: толгоки эюмкунди сирунчэдевки ӈинакир мэртын эвкил эерэ.	Собаки тянут нарту по мягкому зеленому ковру: нарта скользит легко, и не вязнут собаки.	1
Геологил, гидрографил, биологил эргэчирду дуннэлду хавалдянал, ӈинакирди толгоки тактадявкил.	Партии геологов, гидрографов, биологов в подобных местностях не могут обойтись без применения собачьей тяги.	1
Путэчимнилдули (аичимнилдули) эрилду дуннэлду горово ӈи-дэ эчэн сарэ.	О врачебной помощи в тех краях долго никто не слыхал.	1
Тыкин тала путэчимнил биси.	Теперь она там существует.	1
Эрил путэчимнил ӈинакирди гиркудявкил.	Эти врачи ездят на собаках [нет в оригинале].	1
Бичэн эргэчин иты.	Был случай.	1
Худендук Тиксидук бурдула Ляховскайдула ӈинакирди путэчимни хуктывчэн, туги-дэ усэдеривэ айчан.	Из бухты Тикси на о. Ляховский на собаках примчался врач и спас больного.	1
Путэчимни ӈэнэнэн эчэ-дэ горо биси.	Этот путь не очень длинен.	1
Тар-да бисикин бивкил чуюрил сиӈилгэр, дюкэл хэнэлтын суӈтамамал, сиглэр, тадук бивкил иварасал, ӈинакир маналватын хэмкидерил гирамнамаклатын.	Но надо его представить: сугробы снега, трещины льда над морской глубиной, похожие на "терку", оточенные ветром льдины берегового припая, обдирающие собачьи лапы до костей.	1
Эр упкачин бивки нюнеду, палиду, полярнай долбони содогдун иӈирдун.	Все это в снежном вихре, в морозном мраке полярной ночи.	1
Эду-вэр бичэ бими самолет (дэгиктэвун) туги-дэ эргэчинду нюнеду эдеӈэӈин дэгдерэ.	Даже если бы случился тут самолет, он в пургу не может пуститься в такой путь.	1
Мурин-да орон-до мэндуви эдеӈэ толгокива ирудяна эсили саврэ дюгули.	Никакое животное не в состоянии тащить на себе сани в таких условиях по смутно известному направлению.	1
Элэ ӈинакир дыӈӈилэндевкил.	А собаки мчатся!	1
Тугэл 1934/1935 анӈанилду полярнаилдула станциялдула ӈинакир кубометрилва молва эенмулдук эмэвчэтын.	В зиму 1934/35 г. полярным станциям собаки привезли 1500 кубометров дров из плавника.	1
Окин-да иӈин бисиду 56 научнаил учреждениел биси.	В полосе вечного холода уже существует 56 научных учреждений.	1
Упкатва нуӈардутын гэлэвдерилвэ ӈинакир мэрдувэр ирувкил.	Всем необходимым их снабжают собаки.	1
Ламудыл полярнаил станциял авадытыкир, кэтэмэмэл хавалтын бивкил.	Работы морских полярных станций многочисленны и разнообразны.	1
Эрилдулэ станциялдула самолетыл (дэгиктэвур) дэгивкил.	К этим станциям прилетают самолеты.	1
Станциял киралдутын илэ-тала гиркувкил машинал мигдындевкил.	Около станций гудят вездеходы.	1
Тарил машинал хэгдымэмэл.	Это мощные машины.	1
Тарил машинал мэрдувэр дюкэвэ сиӈилгэнмэ удяӈдявкил.	Они прокладывают себе путь через снега и льды.	1
Эрилдук станциялдук "моторнайды транспорт элэ тунӈаду станциялду бисин.	Но по словам официального отчета "моторный транспорт имеется только на пяти станциях.	1
Гилду станциялду ӈинакин таӈивувки соткут транспортит.	Для остальных собачий транспорт является основным.	1
Эрилду станциялду ӈинакир таӈивдяра".	Общее поголовье 700 собак".	1
Ңинакир ирудявкил упкатван бэе хавадалван.	Попросту значит опять: собаки везут все, без чего жить нельзя.	1
Туги-дэ ирудявкил бензина самолетыл дяритын.	В том числе — бензин для самолетов.	1
Кэтэл авадытыкир тэгэл сигикагилду эласа-да доӈото бивкилду дуннэлду индерэ (бидерэ).	Много разных народов живет в необъятных просторах вечно мерзлого пояса земли.	1
Эрил тэгэл ламудылва бэюрвэ бэюмэтчэвкил, оллолво олломотчовкил.	Добычею морского зверя, ловлею рыбы существуют эти народы.	1
Ңинакина ачин он-да эвкил бэюмэттэ.	И без собаки промышлять не могут.	1
Агиду ӈинакин гоголно хунӈиви бэюндулэ эмэвкэнивки.	В тайге лайка гонит в голос.	1
Нуӈан гогондиви улукивэ мола туктывкэнивки, хорокива моду довканивки.	Она "сажает", на дерево глухаря, белку.	1
Таргачин ӈинакин гогомонди гэрбичивувки.	Эта собака называется лайка [нет в оригинале].	1
Нуӈан экумава-да бэйӈэвэ пуравки, амака (маӈи) амардун пидалдыдявки, эдэви хунӈиви туксанчэвканэ.	Та же лайка выслеживает всякого зверя, треплет за зад медведя, не давая ему броситься на стрелка.	1
Эр упкачин гэлэвдерэн ӈинакин татыдан.	Все это, конечно, требует от собаки навыка.	1
Туги-дэ бисикин эр упкачин хугэн урэмкэтми бэюмэн ӈинакин хаванунин.	Но все это пустяки, чуть ли не детские игрушки в сравнении с тем, что должна делать промысловая собака.	1
Луораветланил (чукчал), тадук нымылланил (корякил) эласа-да бэюмэтчэвкил ламудыва муннуканмэ — лахтаквэ.	Чукчи и коряки часто охотятся на лахтака, морского зайца.	1
Эрэ болдо тюлень бисин.	Это крупный тюлень.	1
Эласа-да нуӈан ургэсин 200 кг бивки, халдун бивки 300 кг.	Обычный вес его 200 кг, но иногда морской заяц весит 300 кг.	1
Лахтак умуккэн дюкэду хуклэсинивки.	Лахтак ложится на лед в одиночку.	1
Нуӈан сома мэдэнин, экуканэ-вэл мэдэми мулэ микчанивки.	Он очень чуток, при малейшей тревоге он бросается в воду.	1
Нуӈанман сомат эми ӈэливкэнэ, нуӈандукин эми горолло, тэли нуӈан эрнерду тысактадяна, бэевэ ичэтчэвки.	Если его сильно не пугать, то не уходит, а плавает тут же и смотрит.	1
Дюкэду хукулэдерилэ, тара эми некэрэ муду тысактадярила лахтакдула аракукан дагамавдяӈа, игъе ачин, чокчоколду энэ олгавутта.	Осторожно нужно подъехать к лежащему на льду или плавающему около выбранной лежки лахтаку, без визга, без грызни, без путаницы в постромках.	1
Толгоки аят токтонивки бидеӈэӈин.	Хорошо должна быть съезжена упряжка!	1
Эрэ упкатван мэдэми лахтак мулэ микчанивки.	Иначе — только издали покажется плеснувший в волнах тюлений хвост.	1
Игъе ачин дагамами, лахтак тысоктадяна нюрмадярива бэевэ ичэсиӈнэдевки.	Но подобрались почти без шума. Плавает, посматривая на подползающего врага, любопытный лахтак.	1
Тэрэс!	Хлоп!	1
Утумуктун пулки тыпкэнмучэ.	В затылок влеплена ему меткая пуля.	1
Умнэт лахтак вавча.	Наповал убит лахтак.	1
Лахтак нюркун, умнэт эевки (ирувки).	Тощий, он тонет в тот же миг.	1
Тэли бэюмэчин упкачин хутэн овки.	Значит, все предприятие провалилось.	1
Бэел, ӈинакир эя-да ачир демукир дюлавэр мучусинивкил.	Пошли назад домой ни с чем, голодные, люди и собаки.	1
Вавча лахтак бургу бими энэ эерэ, му оёдун эмэнмувки.	Но если лахтак жирен, то, убитый, он остается на поверхности воды.	1
Тэли бэюмэчимни кутучи нуӈандулан гарпунма ноданчэвки.	Тогда счастливый стрелок кидает в него гарпун.	1
Дюкэ дяпкалан вавчавэ лахтаквэ бэе ирувки.	Он подтаскивает тушу к краю льда	1
Нуӈан гарпундула мэнӈиви толгокиви хэркэвурдин ненерэнивки.	Прицепляет к гарпуну постромки своей упряжки.	1
Эду-вэр ӈинакир сомат хавалиливкил.	Тут приходится собакам поработать.	1
Деечи иваран ӈинакин маналин наннаватын соӈнивки саӈэликнантын.	Торосистый шершавый лед кожу на собачьих лапах разрывает в кровь.	1
Таргачинма дюкэвэ минэвкит гэрбичивкил.	Такому льду и название резун.	1
Горово минэвкили ӈинакинди элэтви дыӈӈилэнмукэкэним дюнмэнди ургэпчутмэрвэ ӈэнэвми ургэпчумэмэ.	По резуну после длинного пробега во весь собачий мах уж очень тяжко тащить двойной против обычного груз!	1
Тэву хэлинду одёт-эркэвчэ.	Да еще привязан он впопыхах .	1
Нуӈан авадыду-вэл моду, чолиладяриду вавчадук бэйӈэдук хэркэвчэ.	Привязан криво к какой-то палке, торчащей кое-как из убитого зверя.	1
Туги-дэ бисикин ӈинакир ируви ирудявкил.	Ничего, выволакивают собаки!	1
Дюлавэр вавчавэ тармалил ӈинакир ягэнэвдевкил.	Домой везет добычу та же запряжка.	1
Элэ ӈинакирва аятулиӈнэрэ дюлавэр ӈэнусинденэл.	Но это уже другое дело: это после хорошей закуски отбросами разделанной на части туши.	1
Ңинакирду ургэтмэр бивки бэе хуркалва тулэдерэкин авадытыкирду бэйӈэлду, тадук тарилва хуркалва ичулидерэкин.	Гораздо хуже для собак работать на расстановке и осмотру ловушек на разных зверей.	1
Юкагирил, эвэнкил кэтэлду урэлду (агилду) лаӈилва, тырэвкэлвэ, кулемкалва, сэлэмэлвэ капкарва тулэчивкил.	Пасти, плашки, кулемки, металлические капканы—все это юкагиры и эвенки размещают в тайге на площади в тысячи гектаров.	1
Тугэ тыргани урумкун бивки.	Короток зимний день.	1
Удякичил (хоктол) ачир бивкил.	Дороги, как уже известно, нет.	1
Тарит нэлгэкэгилдули (такэсагилдули), калтырилдули, дёлогилдули, сиӈилгэнди дэвунмучалдули толгокил илэ тала каилдыдявкил.	Значит, через поваленные деревья, по рытвинам и камням, предательски занесенным снегом, туда и сюда мечутся нарты.	1
Хуркаду таганан-ӈу ая чиячи бэйӈэ?	А, попалась в ловушку пушистая шкурка?	1
Хуркаду тагачавэ бэйӈэвэ бэе хигдэн солон ачин.	Снимать ее нет времени.	1
Хуркаду бэйӈэвэ тагачавэ толгокиду бимнинмэ тэвувувки.	Целиком ложится добыча в сани.	1
Тарит иру ургэтмэр овки.	Значит, прибавка к грузу.	1
Эрилвэ горомомолво ӈэнэлвэ ӈэнэдэтын ӈинакирду ургэмэмэ бивки.	Эти длинные пробеги для собаки тягостны.	1
Ңинакир ирува ирудявкил демукир бинэл.	Тягостнее всего тем, что свершаются впроголодь.	1
Халдун ирудявкил омикир бинэл.	А то и совсем натощак.	1
Ңинакир дептылэетын иду-дэ эдеӈэ нэврэ, толгоки упкачин тысэвчэ имэкирди илбирди.	Некуда взять с собой корма для собак, все место занято запасом свежей приманки.	1
Тарит ӈинакир демукир бивкил.	Поэтому собаки голодны [нет в оригинале].	1
 Нивхил, хантыл, унарганыл, нанаил олломочиндивор индевкил.	Нивхи, ханты, унарганы, нанайцы, живут рыбной ловлей.	1
Нуӈардутын ӈинакиртын мэрдувэр олломотчовкил.	У них собаки ловят рыбу для себя.	1
Мудук оллое урисинми-нун тармалду девуливкил.	Едят ее тут же, едва вынут из воды.	1
Туги-дэ бимил хунӈилвар олломочиндутын сомат бэлэвкил.	Но в промысле помогают своим хозяевам сильно.	1
Ңинакир мудук адылва ювувкил.	На собаках вытаскивают сеть из воды.	1
Туги одянал кэтэрэ дуктэвувкил.	При этом много получают побоев.	1
Эрумэмэ бивки ичэтми ӈинакир неводывэ лэпурэлдукин ирудяриватын.	Очень уж неудобно пристраивается собачья упряжка к крылу невода.	1
Олломот чорилдутын дуннэлду ӈинакин аивучана бидевки.	Там, где ловят рыбу, собакам все-таки живется сытно.	1
Эливэр хуӈгулду дуннэлду эдеӈэ гунмуврэ.	Чего о других местах сказать нельзя.	1
Север упкачин тэгэлин, ӈинакирди хуктывуктэдериӈил ӈинакирвар улиритын эрумэмэ.	У всех народов Севера, ездящих на собаках, кормление собак пока поставлено плохо.	1
Эскимосил ӈинакичил упкат.	Эскимосы снабжены собаками на 100 процентов.	1
Умукэн-дэ эскимосты кэргэн (семья) ӈинакина ачин биси ачин.	Это значит, что нет ни одного эскимосского семейства без собак.	1
Унарганилду нивхилду тугимэю-дэ.	Унарганы и нивхи почти в том же положении.	1
Элэ процент калтакан ӈинакира ачир.	Только у половины процента нет собак.	1
Ңинакин-этэечимни, ӈинакин-бэюмэчинду бэлэмни.	Собака— сторож, помощник на охоте.	1
Орор ачир бисидутын элэ ӈинакин нулгиктэвун бивки.	[в отсутствии оленей] единственная сила при перевозках.	1
Ңинакин эласа-да сомат гэлэвдевки.	Собака постоянно на каждом шагу необходима.	1
Туги-дэ бисикин иду-дэ ӈинакинма уливкил эден-гнун доӈоторо.	А кормить собаку везде принято только в крайнем случае, лишь настолько, чтобы не околела.	1
Тадук ӈинакин мэнин дептылэеви бакадядяӈаӈин.	В большинстве собаке предоставляется добывать корм собственными средствами.	1
Кикивур севернаил ӈинакир эмэрил хэгдыл иктэчил, маначил бивкил.	Могучими зубами и когтями вооружены свирепые северные псы.	1
Путавувувки ӈинакин девувки оллол гирамналватын, иргилвэ, дылилва, кикчавки ирэксэл гириптулалвэтын, тадук тукаладук улэмтынэ городу нодавчалвэ моржил, тюленил, амакал гирамналватын химитчавки.	Упряжная собака ест рыбьи костяки, хвосты, головы, грызет обрывки шкур, выкапывает из сугроба и перегрызает остатки давно брошенных моржовых, тюленьих, медвежьих скелетов.	1
Болдо тэркэду бинӈэ ӈинакин этэн девуллэ маӈапчува дептылэвэ, путавувки ӈинакин девривэн.	Самая здоровенная дворняжка не осмелится даже в рот взять жесткой еды, с какой справляются челюсти ездовой собаки.	1
Ңинакинма улиӈнэрэ кириралди (пурчалди), дылачатки килтырэнмучэлди оллолди.	Кормят собак юколой, вяленой на солнце рыбой всяких пород.	1
Пурчаӈилми хава кэтэ овки.	Вялить — большая работа[нет в оригинале].	1
Ңинакир дептылэетын пурчаӈилми бучивуна, тыпкэрэ ивэлдэлэ урэнӈивдеӈэ.	На собак для вяленья, для сушки рыбы на ветру делают вешала, колья, палки.	1
Халдун тыпкэрдун усилэвуӈнэрэ сумумэл (усикэр), тарилду сумумэлду улгэнмувкил оллол.	Иногда между кольями протягиваются мочальные веревки, на них нанизываются десятки рыб.	1
Эргэчин упкачин хава гэлэдерэн унэтмэрит сумумэл урэнӈивчэл бидэтын.	Это усовершенствованный способ, требующий заблаговременного изготовления веревок.	1
Тарила сумумэлэ овдан (урэнӈивдэн) соло (время) ачин бивки.	Для чего не всегда есть время.	1
Ңинакир неӈненилэ демукир маӈичачал, нюӈнякил ӈэнурэктын бургуливкил.	Дожившие так или иначе впроголодь до весны, собаки поправляются сильно, когда начинают лететь гуси.	1
Дэручэл горогит дэгденил чипкар мэмбэт, хэргили дэгдевкил.	Истомленные дальним перелетом, птицы летят медленно и низко.	1
Гатактадыгил ӈинакир эвкил дэгил додалатын алатчэрэ, нюӈнякилва дэггэлэлвэ дюрвэ метрилвэ угиски микчаннэл дявавкил.	Собаки, те, что побойчее, даже не ждут, чтобы сели пернатые гости, а подскакивают метра на два вверх и ловят гусей на полете.	1
Дэтылду нюӈнякил миллионилди хутэӈдевкил.	Гуси там, в тундре, гнездятся миллионами.	1
Тэли нюӈнякил горрактын, молди тэрэгэнэл кэтэмэмэлвэ вачивкил. 	В то время, как гуси линяют, их бьют.	1
Ваннэлвэр нюӈнякилва туги-дэ оллолгочир пурчаӈивкил.	Их "заготавливают" впрок приблизительно так же, как рыбу.	1
Аял каюрил асалтын нюӈнякил городутын ӈинакирдувар алапчула дептылэлэ овкил: силэе морж ирэктэдук (наннадукин), тадук нюӈняки дылдукин, маналдукин, силукталдукин нисимакарди тыптучит силэӈивкил.	Для собак в гусиное время варится очень вкусное кушанье: похлебка из моржовой кожи и с такими мелкими остатками от гусиных тушек, как головы, лапы, потроха.	1
Эскимосил таргачинма силэвэ Каот гэрбичивкил.	У эскимосов такая похлебка называется као.	1
Хуӈтул тэгэл тар силэвэ хуӈтутмэрит гэрбичивкил, тадук хуӈтутмэрит хуювувкил.	У других народов называют ее иначе, варят несколько по-другому.	1
Он-да орактын, алапчу силэ овки.	Но не все ли равно?	1
Упкатту эрудын, — упкатту ӈинакирду таргачин силэ эвки иста.	Одинаково плохо то, что далеко не везде и не всем собакам достается такое лакомство.	1
Неӈнел, дюгал ӈинакир дептылэевэр мэртын тавумтыдядяӈаӈитын.	В большинстве случаев собакам предоставляется в течение весны и лета кормиться их собственными собачьими средствами.	1
Тэӈкэлду ӈинакир умукилдуктын авадытыкирва чипичалвэ тавумтыдявкил.	Собаки отыскивают в болотах в гнездах всяких птиц.	1
Туги-дэ иландули-дыгиндули бегалдули путавувкил ӈинакир бургувкил.	Так или иначе, за три-четыре месяца упряжные собаки отъедаются жирно.	1
Анӈани хаван ӈинакир дюга бургунэтвэр индевкил.	Но остальную часть года беднягам приходится жить в значительной степени за счет этого летнего жира.	1
Хавалилми, тырга аяннасинми каюр эми абулиммура (хутэнду эми тэгэтмурэ) мэннунми 8-вал килограммила тырэнмучэе оллое, пурчая гадяӈаӈин.	Обычно в дневной пробег каюр, если он не хочет "сесть на мель" в сугробе, должен взять с собой килограммов 8 сушеной рыбы, юколы.	1
Нуӈан гадяӈаӈин оллое, гетая-вал, горбушая-вал, тара эми некэрэ хуӈтуе оллое.	Это может быть крупная рыба — кета, горбуша и пр.	1
Ургэситви оллотыкин бидеӈэӈин 1 килограмм, кэтэтмэкэ-мэл.	Весом каждая в 1 кг или немного более.	1
Тэли умукэн олло ӈинакинду элэкиндеӈэӈин.	Тогда по рыбине в день на собаку.	1
Нисимая оллое, — кэтэтмэрит сельдяткая (лососеваилдук бисилдук) булми ӈинакинду тырганиду бувдеӈэ 7—10 оллоло.	Мелкой рыбы — большею частью сельдятки, род ряпушки из лососевых — на собаку нужно 7—10 штук в день.	1
Олло он-да гэрбичивдерэкин, ӈинакин тырганиду девкичин бивки туги: умукэн тырганиду ӈинакин девдэн гэлэвдерэн 1 килограмм 200 граммилъе килтырэе оллое, тара эми некэрэ, 1,5 килограммъя имэкинэ оллое.	Как бы рыба ни называлась, расчет собачьего прокорма прост: в день собаке требуется 1 кг 200 г сушеной или 1,5 кг свежей рыбы. 	1
Тэде-дэ, ӈинакирду хуктывуктэдерил бэел эвкил таӈдяра аннаганиду адыя улимэчинэвэр.	Конечно, те, кто ездят на собаках, ни в какие расчеты не пускаются.	1
Нуӈартын эвкил ӈинакирвар аивувканэ.	Они просто не додают собакам того, что им необходимо.	1
Эдук-вэр ӈинакир эрул, нисимал овкил, тадук эӈэсие ачир овкил.	От этого собаки вырождаются, мельчают, утрачивают свои великолепные качества.	1
Ңинакир мэртын туги-дэ сомат гэлэвдерэ амаски гэлэвденэгэчинмэр.	А потребность в собаках все та же, если не больше чем прежде.	1
Ңинакина ачин эласа-да тоӈотоли дуннэли амаскиптыгачин он-да эдеӈэ гиркувра.	Без собак по всей вечно мерзлой полосе земли.	1
Туги-дэ бензина аэросанил, хуӈтул моторил дяритын эдеӈэ ӈинакина ачин исивувра.	По-прежнему ни на шаг, даже в доставке бензина для аэросаней и других двигателей.	1
Тарит хуктывуктэвун ӈинакин эсикэн 20—30 рублил таманил бичэ, тыкин таманин 100 рублилдула истан.	Цена ездовой собаки, еще недавно державшаяся в пределах двух-трех десятков рублей, поднялась до сотни.	1
Омактаду дуннэду эсикэн ӈинакир усэмукитын бичэн, эдук усэмук онаван ӈи-дэ эчэн сарэ.	На Новой Земле был собачий мор, разразившийся от неизвестных причин.	1
Тар амардукин 1937 анӈаниду дулугдули ӈинакиндули буӈкитын дюрвэ чатэрэлвэ.	В 1937 г. там за среднюю собаку давали уже двух песцов.	1
Ңинакин — костур, тылдери или ирува ӈэнэвдэви, тыкин 500—600 рублил таманин оча.	Заместитель вожака, собака, идущая с ним в паре, значит, имеющая некоторые понятия о том, как в свою очередь вести упряжку, ценится теперь уже в 500—600 руб.	1
Ңинакин негухит-дюлэду ӈэнэмни, амаскиптыгачин, авадылдули деньгалдули эвки уничиврэ.	Бастын, хороший вожак, попрежнему не продается ни за какие деньги.	1
Тылдери ӈинакин хунӈик (каюр) садевки, ӈинакин негухит хэгдые бэлэгэе одяӈаван.	Порядочный каюр знает, что бастын способен при случае оказать неоценимую услугу.	1
Тарит эвки униттэ.	Ее не продают [нет в оригиале?]	1
Ңинакинма алагуӈнара путавучана гиркудан, толгокива ирудан, долчаттан хунӈиви дылганман.	Ездовую собаку приучают ходить в запряжке, возить нарты, повиноваться голосу каюра.	1
Туги-дэ бисикин эр упкачин овувдявки мэнин.	Но все это делается как-то между прочим, само собой.	1
Тэрэгэдевки ӈинакин эласа-да.	Побои же собака получает всегда, везде, при всяком случае.	1
Куер — эр бисин ӈиннукан — 130—150 см ӈонимичи.	Остол — это палка длиной 130—150 см.	1
Тар ӈиннукан эюмкундук, маннидук модук овувки.	Это палка из легкого, но прочного дерева.	1
Тар куэр ген муданин арамакан матавусича бивки.	Она слегка изогнута к одному концу	1
Ген муданин сэлэчи бивки кирамкигачин.	С железным наконечником в виде копья на другом конце.	1
Эр куервэ толгоки дюлэклэн сиӈилгэнду (иманнаду) иливуӈнара, хунӈивар дылганман энэл долдыра, ӈинакир часки хуктыдерэктын.	Это копье втыкается в снег под передок нарты, если нужно остановить бег упряжки, а собаки, не слушаясь окрика каюра, продолжают бежать.	1
Ңэнэду каюр эмэнмутчэривэ ӈинакинма, энэлӈэвэ, эвкивэ долчатта, эт-вал бадеривэ ӈинакинма чэлӈат тыевунди дюлкунчэвки.	Каюр в пути очень метко кидает остолом в отстающую ленивую, непослушную, чем-либо неисправную собаку.	1
Дюлкунчэвки тыевун ӈинакинма сэлэе ачинди мудандиви нодаи.	Кидает так, чтобы в затылок виновной угодил деревянный конец остола.	1
Тыевун сэлэчигидэтви нарэкин ӈинакин бувки тара эми некэрэ сомат хэрэкивувки. 	Попасть железным наконечником — это значит искалечить или убить собаку.	1
Ңинакин бурэкин эчэ ая биси.	Что невыгодно.	1
Тадук каюр хуктывденэ тыевунмэ туксанчэвки.	Затем на бегу каюр ловко подхватывает остол.	1
Нян каюр олдондун ӈоним идакавун ирувдявки, улапкундук ирэксэдук хиривнэ илчавча.	Кроме остола, сбоку каюра всегда волочится длинный бич из сыромятного ремня.	1
Тыевун навки элэручивэ ӈинакинма, гилвэ энэ хивинӈитта.	Это поражает только провинившуюся собаку, и наказание не волнует остальных.	1
Идакавунди нэкалими эручи ӈинакин дагадун бисил ӈинакир ичиливкил, халдун мэмэгилтын кусилнэл хуналвар учивкил.	При ударе же бичом у соседок наказанной поднимается визг, иногда грызня и, следовательно, путаница упряжи.	1
Тарит тыевун идакавундук "аятмар".	Остол тем "лучше" бича.	1
Камчадалил эвкил идакавутта, нуӈартын элэ тыевуриктэчил бинэл хуктывуктэдевкил. 	Камчадалы не признают бича, ездят с одним остолом.	1
Хуӈтул хуски элэ идакавуриктачил бивкил.	Напротив, другие только с бичом.	1
Каюрил упкатту дуннэлду бисил, энэл Камчаткаду бисилвэ, таӈна ӈоним идакавучил бивкил.	Каюры прочих, кроме Камчатки, местностей очень ловко владеют длинным ремнем.	1
Идакавуртын урумкукэн эсичил бивкил.	Он на короткой рукоятке.	1
Тар идакавурдивар нёгумамала ӈинакиндула исивкил, мэндуквэр тунӈамакла метрила.	Достают бичом почти до вожака упряжки, значит метров за пять от себя.	1
